maker_key;model_key;mileage;engine_power;registration_date;fuel;paint_color;car_type;feature_1;feature_2;feature_3;feature_4;feature_5;feature_6;feature_7;feature_8;price;sold_at
BMW;420;50222;135;01/04/2014;diesel;grey;coupe;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;26200;01/05/2018
BMW;118;147reg180;100;01/05/2012;diesel;black;coupe;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;8400;01/07/2018
BMW;218;51618;105;01/10/2015;diesel;grey;coupe;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;17100;01/06/2018
BMW;320;104433;120;01/03/2008;diesel;silver;coupe;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;7500;01/07/2018
BMW;420;77334;135;01/01/2014;diesel;grey;coupe;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;23800;01/07/2018
BMW;420;55329;135;01/03/2014;diesel;black;coupe;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;26500;01/05/2018
BMW;420;14041;140;01/07/2016;diesel;blue;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;27700;01/09/2018
BMW;225;78638;160;01/10/2014;diesel;black;coupe;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;18300;01/01/2018
BMW;320;329173;110;01/07/2004;diesel;silver;coupe;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;2300;01/08/2018
BMW;M235;34082;240;01/11/2015;petrol;grey;coupe;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;30200;01/01/2018
BMW;316;265751;85;01/01/2002;petrol;silver;coupe;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1000;01/01/2018
BMW;420;181644;135;01/05/2014;diesel;blue;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;19000;01/01/2018
BMW;435;26062;225;01/02/2015;petrol;blue;coupe;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;30500;01/03/2018
BMW;425;5er62eg50;160;01/09/2014;diesel;blue;coupe;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;28600;01/02/2018
BMW;435;45536;250;01/10/2014;petrol;white;coupe;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;38900;01/02/2018
BMW;640;69695;230;01/04/2012;diesel;blue;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;36300;01/02/2018
BMW;420;61300;135;01/03/2015;diesel;black;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;27700;01/02/2018
BMW;640;197407;230;01/06/2012;diesel;blue;coupe;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;32100;01/02/2018
BMW;320;93066;135;01/01/2013;diesel;black;coupe;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;11900;01/06/2018
BMW;M3;29925;309;01/09/2012;petrol;silver;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;47000;01/04/2018
BMW;640 Gran Coupé;67403;230;01/08/2015;diesel;black;coupe;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;55200;01/02/2018
BMW;420;199614;120;01/11/2013;diesel;black;coupe;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;16100;01/02/2018
BMW;220;27786;140;01/09/2015;diesel;white;coupe;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;26200;01/02/2018
BMW;420;80165;135;01/11/2014;diesel;white;coupe;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;19500;01/03/2018
BMW;M4;69410;317;01/02/2015;petrol;white;coupe;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;53600;01/03/2018
BMW;M3;170550;309;01/03/2011;petrol;grey;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;28000;01/03/2018
BMW;420;42077;135;01/04/2014;diesel;black;coupe;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;22400;01/03/2018
BMW;640;92527;230;01/03/2012;diesel;blue;coupe;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;32000;01/03/2018
BMW;218;23949;100;01/01/2016;diesel;blue;coupe;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;26400;01/04/2018
BMW;320;175311;130;01/12/2009;diesel;black;coupe;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;8600;01/03/2018
BMW;435 Gran Coupé;97806;230;01/08/2015;diesel;black;coupe;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;31500;01/03/2018
BMW;640;141346;230;01/04/2012;diesel;blue;coupe;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;39900;01/03/2018
BMW;120;220101;130;01/03/2011;diesel;black;coupe;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;8900;01/03/2018
BMW;420;64386;135;01/04/2014;diesel;grey;coupe;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;23800;01/03/2018
BMW;420;54993;135;01/03/2014;diesel;black;coupe;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;18400;01/03/2018
BMW;420;152383;135;01/04/2014;diesel;black;coupe;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;16900;01/03/2018
BMW;M235;69736;240;01/11/2014;petrol;grey;coupe;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;30000;01/05/2018
BMW;320;2r02e81gre2;130;01/02/2009;diesel;silver;coupe;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;8200;01/04/2018
BMW;640;69768;230;01/01/2012;diesel;black;coupe;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;36900;01/04/2018
BMW;120;220296;130;01/03/2011;diesel;black;coupe;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;7500;01/04/2018
BMW;420;125965;135;01/10/2014;diesel;blue;coupe;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;23400;01/04/2018
BMW;420;19er3ger330;120;01/08/2014;diesel;grey;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;23000;01/04/2018
BMW;i8;12402;170;01/01/2016;hybrid_petrol;grey;coupe;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;95200;01/04/2018
BMW;420;147130;135;01/01/2014;diesel;black;coupe;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;23200;01/04/2018
BMW;420;96260;135;01/02/2014;diesel;white;coupe;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;25300;01/04/2018
BMW;M3;99283;309;01/09/2008;petrol;silver;coupe;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;28600;01/04/2018
BMW;420;48431;135;01/04/2014;diesel;grey;coupe;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;27000;01/04/2018
BMW;330;170862;170;01/07/2007;diesel;white;coupe;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;9200;01/04/2018
BMW;420;100154;135;01/03/2014;diesel;grey;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;22500;01/04/2018
BMW;320;187967;120;01/04/2001;petrol;grey;coupe;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;3100;01/04/2018
BMW;320;39228;135;01/01/2013;diesel;grey;coupe;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;14600;01/04/2018
BMW;435;90763;230;01/05/2014;diesel;white;coupe;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;26100;01/04/2018
BMW;320;342768;135;01/12/2011;diesel;black;coupe;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;8200;01/04/2018
BMW;320;188335;130;01/07/2009;diesel;grey;coupe;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;8700;01/05/2018
BMW;M235;37619;240;01/05/2014;petrol;black;coupe;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;27700;01/05/2018
BMW;420;107375;135;01/07/2014;diesel;white;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;23800;01/05/2018
BMW;135;87304;225;01/09/2011;petrol;white;coupe;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;23500;01/05/2018
BMW;420;33947;135;01/04/2014;petrol;grey;coupe;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;28000;01/05/2018
BMW;420;61429;135;01/03/2015;diesel;black;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;26800;01/05/2018
BMW;630;149943;190;01/01/2007;petrol;black;coupe;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;10500;01/05/2018
BMW;640;36139;230;01/09/2012;diesel;beige;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;32100;01/05/2018
BMW;420;41353;135;01/04/2014;diesel;black;coupe;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;22000;01/05/2018
BMW;435;121100;230;01/04/2014;diesel;black;coupe;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;28600;01/05/2018
BMW;420;80540;120;01/05/2014;petrol;black;coupe;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;21800;01/05/2018
BMW;640;126685;230;01/09/2012;diesel;black;coupe;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;36500;01/05/2018
BMW;420;12634;142;01/09/2016;diesel;grey;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;17800;01/05/2018
BMW;420;47902;140;01/01/2016;diesel;black;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;30700;01/05/2018
BMW;640 Gran Coupé;63421;230;01/09/2014;diesel;blue;coupe;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;45800;01/05/2018
BMW;430;70880;190;01/05/2014;diesel;blue;coupe;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;28700;01/05/2018
BMW;420;174740;135;01/11/2013;diesel;white;coupe;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;22400;01/05/2018
BMW;430 Gran Coupé;162327;190;01/07/2014;diesel;black;coupe;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;23300;01/05/2018
BMW;420;45299;120;01/11/2015;diesel;brown;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;27600;01/05/2018
BMW;335;268780;225;01/11/2010;petrol;white;coupe;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;12900;01/06/2018
BMW;420;61620;120;01/01/2014;diesel;blue;coupe;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;26800;01/06/2018
BMW;420;116134;135;01/01/2014;diesel;grey;coupe;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;21800;01/06/2018
BMW;420;46706;120;01/04/2014;diesel;blue;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;24100;01/06/2018
BMW;320;26er0erg2gre17;120;01/04/2008;diesel;grey;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;8500;01/06/2018
BMW;420;143853;120;01/11/2013;diesel;black;coupe;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;17000;01/06/2018
BMW;420;65008;140;01/03/2015;diesel;white;coupe;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;24200;01/06/2018
BMW;320;189137;130;01/07/2009;diesel;grey;coupe;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;8700;01/07/2018
BMW;420;140694;120;01/10/2013;diesel;black;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;18300;01/07/2018
BMW;320;2aw0awd236aw3;120;01/11/2007;diesel;black;coupe;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;7600;01/07/2018
BMW;325;221500;155;01/07/2009;petrol;grey;coupe;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;9300;01/07/2018
BMW;420;47876;120;01/04/2014;diesel;blue;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;25000;01/07/2018
BMW;320;224613;130;01/03/2009;diesel;white;coupe;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;8900;01/07/2018
BMW;335;274992;210;01/01/2012;diesel;black;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;19000;01/07/2018
BMW;320;91931;135;01/01/2013;diesel;black;coupe;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;12500;01/07/2018
BMW;218;23886;110;01/10/2015;diesel;red;coupe;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;16700;01/08/2018
BMW;118;140464;105;01/02/2012;diesel;blue;coupe;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;8900;01/08/2018
BMW;218;50421;100;01/10/2015;diesel;grey;coupe;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;17100;01/08/2018
BMW;640;136545;230;01/07/2012;diesel;black;coupe;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;29200;01/08/2018
BMW;M3;169970;309;01/03/2011;petrol;grey;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;35700;01/08/2018
BMW;330;122991;170;01/11/2017;diesel;green;coupe;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;11300;01/08/2018
BMW;320;102178;120;01/09/2009;petrol;grey;coupe;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;10700;01/08/2018
BMW;635;173302;210;01/05/2010;diesel;grey;coupe;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;19300;01/08/2018
BMW;320;202811;120;01/11/2007;diesel;black;coupe;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;7700;01/08/2018
BMW;325;169722;145;01/05/2008;diesel;grey;coupe;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;8300;01/08/2018
BMW;320;129338;135;01/01/2012;diesel;blue;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;12800;01/08/2018
BMW;320;186950;120;01/04/2001;petrol;grey;coupe;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;2700;01/09/2018
BMW;218;34463;105;01/06/2015;diesel;blue;coupe;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;23800;01/09/2018
BMW;320;110818;135;01/04/2012;diesel;black;coupe;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;15000;01/09/2018
BMW;320;200510;135;01/12/2010;diesel;grey;coupe;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;10900;01/09/2018
BMW;430 Gran Coupé;161794;190;01/07/2014;diesel;black;coupe;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;23100;01/12/2018
BMW;320;227832;120;01/04/2008;diesel;black;estate;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5400;01/01/2018
BMW;318;108245;100;01/03/2013;diesel;brown;estate;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;11700;01/01/2018
BMW;520;221018;135;01/06/2014;diesel;black;estate;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;16500;01/01/2018
BMW;318;101658;100;01/02/2013;diesel;grey;estate;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;11400;01/01/2018
BMW;320;163181;120;01/03/2012;diesel;grey;estate;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;8200;01/01/2018
BMW;320;143180;135;01/02/2013;diesel;black;estate;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;13100;01/01/2018
BMW;316;146310;85;01/03/2012;diesel;black;estate;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;7600;01/04/2018
BMW;330;107560;190;01/06/2013;diesel;grey;estate;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;14500;01/03/2018
BMW;318;78425;100;01/06/2013;diesel;beige;estate;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12700;01/07/2018
BMW;520;95078;140;01/12/2014;diesel;black;estate;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;21300;01/03/2018
BMW;520;246424;120;01/07/2010;diesel;black;estate;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;6000;01/08/2018
BMW;318;203950;105;01/06/2014;diesel;white;estate;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;7900;01/04/2018
BMW;316;158002;85;01/06/2014;diesel;white;estate;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;8900;01/04/2018
BMW;318;193476;105;01/04/2014;diesel;silver;estate;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;6500;01/04/2018
BMW;320;209208;135;01/10/2013;diesel;black;estate;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;800;01/04/2018
BMW;316;135119;85;01/12/2014;diesel;white;estate;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;10900;01/06/2018
BMW;520;199603;120;01/07/2011;diesel;blue;estate;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;13100;01/06/2018
BMW;318;41142;105;01/05/2015;diesel;blue;estate;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;18200;01/03/2018
BMW;316;46738;85;01/08/2014;diesel;black;estate;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;14400;01/02/2018
BMW;320;146639;135;01/10/2014;diesel;silver;estate;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;800;01/04/2018
BMW;316;159983;85;01/05/2013;diesel;grey;estate;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;800;01/04/2018
BMW;316;156627;85;01/05/2013;diesel;blue;estate;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;9000;01/09/2018
BMW;318;146338;105;01/01/2014;diesel;black;estate;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;13300;01/08/2018
BMW;520;270884;100;01/05/2002;diesel;blue;estate;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;1100;01/06/2018
